ClosedProbability,StrutThinning,StrutDiameter,LowerBoundStrutDiameter,UpperBoundStrutDiameter,FaceThickness,LowerBoundFaceThickness,UpperBoundFaceThickness,SorE,ObjectDiameter1,LBOD1,HBOD1,OB2,LBOD2,HBOD2,OB3,LBOD3,HBOD3,Porosity,SolidVolumeFraction,NumberOfGadObjects,Mass,Density,GrammageXDirection,GrammageYDirectionn,GrammageZDirection,SVFMeanValue,XDirImageSize,GrammageMinimalValueX,GrammageMaximalValueX,GrammageStandardDeviationX,GrammageMeanValueX,YDirImageSize,GrammageMinimalValueY,GrammageMaximalValueY,GrammageStandardDeviationY,GrammageMeanValueY,ZDirImageSize,GrammageMinimalValueZ,GrammageMaximalValueZ,GrammageStandardDeviationZ,GrammageMeanValueZ,MediumChordLengthX1,MediumChordLengthY1,MediumChordLengthZ1,MediumChordLength+X+Y1,MediumChordLength-X+Y1,MediumChordLength+X+Z1,MediumChordLength-X+Z1,MediumChordLength+Y+Z1,MediumChordLength-Y+Z1,MediumChordLength+X+Y+Z1,MediumChordLength-X+Y+Z1,MediumChordLength+X-Y+Z1,MediumChordLength+X+Y-Z1,MediumChordLengthX2,MediumChordLengthY2,MediumChordLengthZ2,MediumChordLength+X+Y2,MediumChordLength-X+Y2,MediumChordLength+X+Z2,MediumChordLength-X+Z2,MediumChordLength+Y+Z2,MediumChordLength-Y+Z2,MediumChordLength+X+Y+Z2,MediumChordLength-X+Y+Z2,MediumChordLength+X-Y+Z2,MediumChordLength+X+Y-Z2,NumberOfCountedComponents,NumberOfMaterialComponents,NumberOfPoreComponents,PoreMaterialIDs,MinimalComponentVolume,MaximalComponentVolume,MeanComponentVolume,MeanNumberOf2DComponentsXDirection,MeanNumberOf2DComponentsYDirection,MeanNumberOf2DComponentsZDirection,NumberOfVoxelSurfaces,SurfaceArea,SpecificSurfaceArea,SurfaceArea,SpecificSurfaceArea,Number of voxel edges in x-direction,Number of voxel edges in y-direction,Number of voxel edges in z-direction,Total length of three phase contact edges,Volume1,VolumeFraction1,SurfaceArea1,SpecificSurfaceArea1,IntegralMean1,SpecificIntegralMean1,IntegralTotal1,SpecificIntegralTotal1,EulerCharacteristic61,EulerCharacteristic261,Volume2,VolumeFraction2,SurfaceArea2,SpecificSurfaceArea2,IntegralMean2,SpecificIntegralMean2,IntegralTotal2,SpecificIntegralTotal2,EulerCharacteristic62,EulerCharacteristic262,Diameter1,Diameter2,Diameter3,Length1,Length2,Length3,Maximum Particle Diameter-um1,Maximum Particle Diameter-voxel1,Path Length-um1,Path Length-voxel1,Maximum Particle Diameter-um2,Maximum Particle Diameter-voxel2,Path Length-um2,Path Length-voxel2,Maximum Particle Diameter-um3,Maximum Particle Diameter-voxel3,Path Length-um3,Path Length-voxel3,OutflowMinTortuosity,OutflowMaxTortuosity,OutflowMeanTortuosity,OutflowMinPathLength,OutflowMaxPathLength,OutflowMeanPathLength,c11,c22,c33
0.8,0.4,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.670936288,0.329063712,11186,1.38828E-08,888.5016381,0.22212541,0.22212541,0.22212541,0.329063712,500,59.34,490.2,56.7784439,212.2460942,500,39.99,512.13,58.40479354,212.2460942,500,32.25,548.25,82.98598216,212.2460942,5.33937E-06,5.32343E-06,7.42422E-06,5.34981E-06,5.34564E-06,6.13252E-06,6.12391E-06,6.13916E-06,6.09029E-06,5.84977E-06,5.8448E-06,5.83626E-06,5.84641E-06,7.31941E-06,7.42515E-06,1.1895E-05,7.39185E-06,7.49172E-06,8.83152E-06,8.88528E-06,9.00037E-06,8.88849E-06,8.32645E-06,8.48074E-06,8.39184E-06,8.35091E-06,1,1,50,0,5.14E-12,5.14E-12,5.14E-12,2.042,1.828,1.754,9338500,2.33462E-06,149416,1.57783E-06,100980.8025,96133,95212,150573,0.170959,1.03E-12,0.06601544,7.05279E-07,45137.84054,0.127488133,8.16E+09,-19692.54995,-1.26E+15,-1567,-1568,4.11E-12,0.263048272,1.96113E-06,125512.1206,0.001990156,1.27E+08,-67829.07979,-4.34E+15,-5398,-4931,0.000008,7.81025E-06,7.81025E-06,0.000501767,0.000429133,0.00067473,8,16,501.767,1003.53,7.81025,15.6205,429.133,858.266,7.81025,15.6205,674.73,1349.46,1.008920074,1.095893502,1.050943971,0.00025223,0.000273973,0.000262736,5.186359753,5.35315794,7.745928763
0.8,0.4,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.657574504,0.342425496,13287,1.44466E-08,924.5796575,0.231144914,0.231144914,0.231144914,0.342425496,500,45.15,504.39,56.4423389,220.8644449,500,38.7,461.82,60.72606817,220.8644449,500,30.96,531.48,80.43992325,220.8644449,5.51396E-06,5.50429E-06,6.85068E-06,5.5154E-06,5.51903E-06,6.09432E-06,6.06433E-06,6.05044E-06,6.09274E-06,5.88011E-06,5.87018E-06,5.90288E-06,5.89012E-06,7.55119E-06,7.46803E-06,1.05515E-05,7.49873E-06,7.54335E-06,8.69215E-06,8.64965E-06,8.58961E-06,8.64461E-06,8.24734E-06,8.28321E-06,8.33326E-06,8.28429E-06,1,1,45,0,5.35E-12,5.35E-12,5.35E-12,2.23,1.892,2.282,9626984,2.40674E-06,154031.744,1.6241E-06,103942.2631,110607,109938,149939,0.185242,1.12E-12,0.07167628,7.61412E-07,48730.38218,0.13520763,8.65E+09,-23336.27383,-1.49E+15,-1857,-1860,4.23E-12,0.270749216,2.0469E-06,131001.3689,0.003488077,2.23E+08,-81964.15233,-5.25E+15,-6523,-5513,7.81025E-06,7.81025E-06,7.81025E-06,0.000392176,0.000414044,0.00054367,7.81025,15.6205,392.176,784.352,7.81025,15.6205,414.044,828.088,7.81025,15.6205,543.67,1087.34,1.019111276,1.112116218,1.055683017,0.000254778,0.000278029,0.000263921,5.790937417,5.845234043,7.690984215
0.8,0.6,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.673806664,0.326193336,11186,1.37617E-08,880.7513646,0.220187841,0.220187841,0.220187841,0.326193336,500,56.76,487.62,56.65913128,210.3947017,500,39.99,512.13,58.37662271,210.3947017,500,32.25,548.25,82.87164794,210.3947017,4.73146E-06,4.72399E-06,6.37702E-06,4.74739E-06,4.75696E-06,5.38637E-06,5.38043E-06,5.38258E-06,5.37531E-06,5.16001E-06,5.16563E-06,5.17522E-06,5.1646E-06,7.78632E-06,7.89441E-06,1.26107E-05,7.84942E-06,7.97142E-06,9.37583E-06,9.44621E-06,9.55692E-06,9.4407E-06,8.83476E-06,9.01763E-06,8.91941E-06,8.8665E-06,1,1,50,0,5.10E-12,5.10E-12,5.10E-12,2.118,1.958,1.828,9373958,2.34349E-06,149983.328,1.58281E-06,101299.9457,83462,84167,127489,0.147559,7.78E-13,0.049808024,6.03046E-07,38594.94357,0.136916151,8.76E+09,-19900.41866,-1.27E+15,-1584,-1608,4.32E-12,0.276385312,1.93947E-06,124126.0227,-0.032576335,-2.08E+09,-67943.22432,-4.35E+15,-5407,-4292,7.87401E-06,7.81025E-06,7.68115E-06,0.000466514,0.000436475,0.000433366,7.87401,15.748,466.514,933.028,7.81025,15.6205,436.475,872.951,7.68115,15.3623,433.366,866.732,1.012869358,1.107438445,1.05148983,0.000253217,0.00027686,0.000262872,5.102972481,5.274019853,7.642806474
0.8,0.6,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.660744376,0.339255624,13287,1.43128E-08,916.0207178,0.22900518,0.22900518,0.22900518,0.339255624,500,37.41,492.78,56.32283051,218.8198775,500,38.7,461.82,60.57162394,218.8198775,500,30.96,531.48,80.37315806,218.8198775,4.85757E-06,4.8693E-06,5.89451E-06,4.8781E-06,4.88938E-06,5.33608E-06,5.30426E-06,5.32299E-06,5.328E-06,5.18824E-06,5.18598E-06,5.20052E-06,5.17126E-06,8.08148E-06,7.99221E-06,1.12373E-05,8.01193E-06,8.07705E-06,9.28024E-06,9.24466E-06,9.18244E-06,9.22297E-06,8.80858E-06,8.86549E-06,8.90419E-06,8.84001E-06,1,1,57,0,5.30E-12,5.30E-12,5.30E-12,2.406,2.096,2.462,9665388,2.41634E-06,154646.208,1.62981E-06,104307.8293,95952,97128,129276,0.161178,8.41E-13,0.053832472,6.50307E-07,41619.64999,0.146474265,9.37E+09,-23897.57172,-1.53E+15,-1902,-1886,4.46E-12,0.285423152,2.01927E-06,129232.9621,-0.034104435,-2.18E+09,-73236.28434,-4.69E+15,-5828,-4686,7.81025E-06,7.81025E-06,7.68115E-06,0.000373757,0.000559677,0.000644729,7.81025,15.6205,373.757,747.514,7.81025,15.6205,559.677,1119.35,7.68115,15.3623,644.729,1289.46,1.018475652,1.113580465,1.056277633,0.000254619,0.000278395,0.000264069,5.684905525,5.740219141,7.563350419
0.8,0.8,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.675613088,0.324386912,11186,1.36855E-08,875.8738572,0.218968464,0.218968464,0.218968464,0.324386912,500,56.76,487.62,56.4726969,209.2295582,500,39.99,510.84,58.31170399,209.2295582,500,28.38,548.25,82.75176363,209.2295582,4.43221E-06,4.45324E-06,5.68792E-06,4.48195E-06,4.48543E-06,4.98857E-06,4.95625E-06,4.99057E-06,4.98184E-06,4.84302E-06,4.82654E-06,4.84165E-06,4.81732E-06,8.31437E-06,8.43266E-06,1.34129E-05,8.38451E-06,8.50902E-06,1.00047E-05,1.00699E-05,1.01967E-05,1.00671E-05,9.43489E-06,9.62177E-06,9.5146E-06,9.45749E-06,4,4,53,0,1.20E-19,5.07E-12,1.27E-12,2.256,2.11,1.958,9397840,2.3494E-06,150365.44,1.5864E-06,101529.3499,76914,77128,114749,0.134396,5.92E-13,0.037892312,4.92285E-07,31506.23456,0.147040481,9.41E+09,-1380.206372,-8.83E+13,-110,-1302,4.48E-12,0.2864946,1.8841E-06,120582.1322,-0.057185821,-3.66E+09,-53358.90402,-3.41E+15,-4246,-3332,8.06226E-06,7.81025E-06,7.68115E-06,0.00042966,0.000433612,0.000409913,8.06226,16.1245,429.66,859.32,7.81025,15.6205,433.612,867.223,7.68115,15.3623,409.913,819.827,1.012040973,1.106266856,1.051957607,0.00025301,0.000276567,0.000262989,5.043444482,5.217588869,7.570930068
0.8,0.8,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.662588808,0.337411192,13287,1.4235E-08,911.0405854,0.227760146,0.227760146,0.227760146,0.337411192,500,37.41,486.33,56.25645863,217.6302188,500,38.7,459.24,60.48062142,217.6302188,500,30.96,532.77,80.22065192,217.6302188,4.58199E-06,4.57462E-06,5.36221E-06,4.61752E-06,4.62319E-06,4.95941E-06,4.9712E-06,4.96511E-06,4.95156E-06,4.8724E-06,4.89466E-06,4.87194E-06,4.87715E-06,8.59837E-06,8.49262E-06,1.19145E-05,8.5174E-06,8.59083E-06,9.85004E-06,9.8331E-06,9.75715E-06,9.78242E-06,9.3553E-06,9.43564E-06,9.45414E-06,9.39743E-06,1,1,53,0,5.27E-12,5.27E-12,5.27E-12,2.618,2.288,2.584,9703172,2.42579E-06,155250.752,1.63534E-06,104661.5013,89261,90056,118464,0.14889,6.56E-13,0.04196544,5.40866E-07,34615.40378,0.158519835,1.01E+10,-4205.021767,-2.69E+14,-335,-1600,4.62E-12,0.295445752,1.967E-06,125888.0111,-0.059743685,-3.82E+09,-61032.24408,-3.91E+15,-4857,-3877,7.81025E-06,7.61577E-06,7.61577E-06,0.000399867,0.000374036,0.000408478,7.81025,15.6205,399.867,799.733,7.61577,15.2315,374.036,748.071,7.61577,15.2315,408.478,816.956,1.019939661,1.12362957,1.05691576,0.000254985,0.000280907,0.000264229,5.606678052,5.675406131,7.474473299
0.8,1,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.676501536,0.323498464,11186,1.3648E-08,873.4749677,0.218368742,0.218368742,0.218368742,0.323498464,500,56.76,487.62,56.48905604,208.6565093,500,39.99,506.97,58.27421989,208.6565093,500,28.38,548.25,82.7205576,208.6565093,4.83844E-06,4.84523E-06,5.73586E-06,4.91124E-06,4.90341E-06,5.29324E-06,5.27505E-06,5.30275E-06,5.27946E-06,5.2125E-06,5.20512E-06,5.20254E-06,5.18865E-06,8.80728E-06,8.9268E-06,1.41362E-05,8.87918E-06,9.01267E-06,1.05776E-05,1.06511E-05,1.07878E-05,1.0638E-05,9.9836E-06,1.01874E-05,1.00661E-05,1.00042E-05,13,13,60,0,1.20E-19,5.05E-12,3.89E-13,2.236,2.116,1.912,9427796,2.35694E-06,150844.736,1.59085E-06,101814.3075,66706,66882,92961,0.113275,4.94E-13,0.031601128,3.82644E-07,24489.24632,0.117175633,7.50E+09,60357.32526,3.86E+15,4803,2482,4.56E-12,0.291897336,1.81434E-06,116117.7549,-0.052242106,-3.34E+09,-24484.00235,-1.57E+15,-1948,-210,7.87401E-06,7.81025E-06,7.81025E-06,0.000495287,0.000388898,0.000432644,7.87401,15.748,495.287,990.575,7.81025,15.6205,388.898,777.795,7.81025,15.6205,432.644,865.287,1.012040973,1.105631113,1.052185893,0.00025301,0.000276408,0.000263046,5.010886163,5.186022557,7.529989094
0.8,1,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.663508904,0.336491096,13287,1.41962E-08,908.5562434,0.227139061,0.227139061,0.227139061,0.336491096,500,37.41,490.2,56.20024888,217.0367569,500,38.7,463.11,60.43001824,217.0367569,500,30.96,531.48,80.09108272,217.0367569,4.9444E-06,4.94695E-06,5.46373E-06,5.00029E-06,5.03035E-06,5.26691E-06,5.23717E-06,5.247E-06,5.25601E-06,5.21435E-06,5.22107E-06,5.24748E-06,5.20403E-06,9.13076E-06,9.02141E-06,1.2605E-05,9.0439E-06,9.12523E-06,1.04472E-05,1.04231E-05,1.03495E-05,1.03766E-05,9.93075E-06,1.00086E-05,1.00373E-05,9.96773E-06,19,19,61,0,1.20E-19,5.26E-12,2.77E-13,2.478,2.294,2.3,9739920,2.4349E-06,155838.72,1.64109E-06,105029.8122,77075,77729,96992,0.125898,5.46E-13,0.034972568,4.22326E-07,27028.83317,0.127058249,8.13E+09,65429.9502,4.19E+15,5207,2652,4.71E-12,0.301518528,1.89187E-06,121079.9963,-0.055408268,-3.55E+09,-30412.18768,-1.95E+15,-2420,-527,7.81025E-06,7.81025E-06,7.81025E-06,0.000395488,0.000420585,0.000618857,7.81025,15.6205,395.488,790.975,7.81025,15.6205,420.585,841.171,7.81025,15.6205,618.857,1237.71,1.018918514,1.097800255,1.057312965,0.00025473,0.00027445,0.000264328,5.563237459,5.637340226,7.428887808
1,0.4,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.6068992,0.3931008,13255,1.65845E-08,1061.407539,0.265351885,0.265351885,0.265351885,0.3931008,500,99.33,546.96,60.40893061,253.550016,500,95.46,571.47,59.49861007,253.550016,500,47.73,621.78,84.85700533,253.550016,5.28754E-06,5.28293E-06,7.28829E-06,5.31053E-06,5.29631E-06,6.04474E-06,6.06614E-06,6.04216E-06,6.06147E-06,5.7713E-06,5.77203E-06,5.78644E-06,5.8184E-06,7.83825E-06,7.82458E-06,1.27361E-05,7.88711E-06,7.9031E-06,9.45367E-06,9.44953E-06,9.45731E-06,9.46391E-06,8.84505E-06,8.89225E-06,8.91332E-06,8.94957E-06,1,1,318,0,6.14E-12,6.14E-12,6.14E-12,1.208,1.158,1.104,10196004,0.000002549,163136.064,1.72683E-06,110517.1915,68726,68388,111909,0.124511,1.01E-12,0.064581112,6.97067E-07,44612.26985,0.127705915,8.17E+09,-19692.02635,-1.26E+15,-1567,-1558,5.13E-12,0.328519688,2.30609E-06,147589.4782,-0.09036368,-5.78E+09,-124141.6045,-7.95E+15,-9879,-7395,8.60233E-06,8.544E-06,8.48528E-06,0.000466295,0.000429482,0.000471466,8.60233,17.2047,466.295,932.59,8.544,17.088,429.482,858.964,8.48528,16.9706,471.466,942.932,1.003756523,1.078398466,1.041483879,0.000250939,0.0002696,0.000260371,7.422648132,7.436826017,9.8798548
1,0.4,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.596282504,0.403717496,15729,1.70324E-08,1090.073574,0.272518393,0.272518393,0.272518393,0.403717496,500,92.88,487.62,57.02340519,260.3977849,500,100.62,490.2,61.60851786,260.3977849,500,47.73,552.12,80.50899624,260.3977849,5.51478E-06,5.5142E-06,6.81814E-06,5.52091E-06,5.52403E-06,6.08325E-06,6.0466E-06,6.04526E-06,6.08545E-06,5.87661E-06,5.86821E-06,5.90411E-06,5.88485E-06,7.91878E-06,7.83727E-06,1.1106E-05,7.83923E-06,7.91221E-06,9.1384E-06,9.07922E-06,9.03537E-06,9.06907E-06,8.67238E-06,8.69939E-06,8.73561E-06,8.64426E-06,1,1,376,0,6.31E-12,6.31E-12,6.31E-12,1.244,1.186,1.13,10440532,2.61013E-06,167048.512,1.76281E-06,112819.6505,80020,81857,112168,0.137022,1.12E-12,0.071481744,7.59815E-07,48628.17196,0.135216694,8.65E+09,-23466.12633,-1.50E+15,-1867,-1846,5.19E-12,0.332235752,2.3942E-06,153228.6192,-0.092906342,-5.95E+09,-139074.118,-8.90E+15,-11067,-8358,8.3666E-06,8.30662E-06,8.06226E-06,0.000625268,0.000395173,0.00038113,8.3666,16.7332,625.268,1250.54,8.30662,16.6132,395.173,790.346,8.06226,16.1245,381.13,762.26,1.014526248,1.079527736,1.045511246,0.000253632,0.000269882,0.000261378,7.929515814,7.871961342,9.826136828
1,0.6,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.606957168,0.393042832,13255,1.6582E-08,1061.25102,0.265312755,0.265312755,0.265312755,0.393042832,500,94.17,519.87,61.01247885,253.5126266,500,104.49,512.13,60.18091151,253.5126266,500,36.12,645,85.01928196,253.5126266,4.71024E-06,4.71564E-06,6.31315E-06,4.7427E-06,4.73003E-06,5.34625E-06,5.35546E-06,5.35254E-06,5.35306E-06,5.1408E-06,5.13159E-06,5.13477E-06,5.16214E-06,8.38721E-06,8.37428E-06,1.36615E-05,8.42822E-06,8.4543E-06,1.01276E-05,1.01096E-05,1.0134E-05,1.01163E-05,9.47003E-06,9.5128E-06,9.53242E-06,9.55421E-06,1,1,327,0,6.14E-12,6.14E-12,6.14E-12,1.244,1.192,1.086,10231474,2.55787E-06,163703.584,1.73233E-06,110868.8771,48264,49214,72331,0.0849045,7.68E-13,0.049137448,5.97759E-07,38256.5659,0.137145911,8.78E+09,-20091.53222,-1.29E+15,-1599,-1595,5.37E-12,0.343905384,2.25637E-06,144407.9728,-0.143973477,-9.21E+09,-113577.9992,-7.27E+15,-9038,-6025,8.94427E-06,8.544E-06,8.30662E-06,0.000593955,0.000498065,0.000604761,8.94427,17.8885,593.955,1187.91,8.544,17.088,498.065,996.13,8.30662,16.6132,604.761,1209.52,1,1.079509616,1.040772557,0.00025,0.000269877,0.000260193,7.433179223,7.40278402,9.883672454
1,0.6,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.592140752,0.407859248,15729,1.72071E-08,1101.256677,0.275314169,0.275314169,0.275314169,0.407859248,500,82.56,519.87,57.15339384,263.069215,500,99.33,486.33,59.70418509,263.069215,500,59.34,585.66,80.40881775,263.069215,4.86636E-06,4.86382E-06,5.93006E-06,4.88183E-06,4.88872E-06,5.33189E-06,5.34545E-06,5.30142E-06,5.3628E-06,5.16763E-06,5.18998E-06,5.20625E-06,5.21356E-06,8.67841E-06,8.56333E-06,1.21283E-05,8.58238E-06,8.63143E-06,9.98575E-06,9.94031E-06,9.85372E-06,9.92384E-06,9.47637E-06,9.4838E-06,9.53488E-06,9.4742E-06,1,1,395,0,6.37E-12,6.37E-12,6.37E-12,1.186,1.224,1.17,10435328,2.60883E-06,166965.248,1.76164E-06,112745.0753,55434,57006,77229,0.0948345,8.44E-13,0.054001152,6.51264E-07,41680.91427,0.146837834,9.40E+09,-23808.55993,-1.52E+15,-1895,-1882,5.53E-12,0.353858096,2.33305E-06,149315.0532,-0.151793122,-9.71E+09,-125427.5631,-8.03E+15,-9981,-6931,8.60233E-06,8.30662E-06,8.24621E-06,0.000461785,0.000524686,0.000371062,8.60233,17.2047,461.785,923.57,8.30662,16.6132,524.686,1049.37,8.24621,16.4924,371.062,742.124,1.007320642,1.079489231,1.044797301,0.00025183,0.000269872,0.000261199,8.097534914,7.936490028,9.883026271
1,0.8,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.608045056,0.391954944,13255,1.65362E-08,1058.313625,0.264578406,0.264578406,0.264578406,0.391954944,500,82.56,530.19,61.62971981,252.8109389,500,83.85,540.51,58.60275898,252.8109389,500,39.99,645,83.82331225,252.8109389,4.4389E-06,4.43229E-06,5.68504E-06,4.48078E-06,4.47501E-06,4.96352E-06,4.98911E-06,4.96478E-06,4.98044E-06,4.81483E-06,4.8282E-06,4.82163E-06,4.84737E-06,8.97919E-06,8.96566E-06,1.46218E-05,9.0164E-06,9.07088E-06,1.08451E-05,1.08273E-05,1.08579E-05,1.08309E-05,1.0129E-05,1.02239E-05,1.02184E-05,1.02288E-05,1,1,330,0,6.12E-12,6.12E-12,6.12E-12,1.21,1.23,1.118,10250466,2.56262E-06,164007.456,1.73468E-06,111019.5954,38168,38655,55965,0.066394,5.91E-13,0.037837592,4.92089E-07,31493.68312,0.146892955,9.40E+09,-2189.166481,-1.40E+14,-174,-1319,5.53E-12,0.354117352,2.16891E-06,138810.4451,-0.174339418,-1.12E+10,-87814.84505,-5.62E+15,-6988,-3056,8.544E-06,8.30662E-06,8.12404E-06,0.000714681,0.000619588,0.00043187,8.544,17.088,714.681,1429.36,8.30662,16.6132,619.588,1239.18,8.12404,16.2481,431.87,863.74,1,1.086711287,1.041506171,0.00025,0.000271678,0.000260377,7.436109866,7.382566453,9.839599775
1,0.8,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.595938112,0.404061888,15729,1.70469E-08,1091.003463,0.272750866,0.272750866,0.272750866,0.404061888,500,92.88,517.29,56.05718727,260.6199178,500,91.59,506.97,61.63983277,260.6199178,500,54.18,586.95,79.18022499,260.6199178,4.61058E-06,4.57427E-06,5.3497E-06,4.62336E-06,4.64261E-06,5.00153E-06,4.95171E-06,4.94289E-06,4.96641E-06,4.88518E-06,4.87171E-06,4.91683E-06,4.86935E-06,9.22255E-06,9.14482E-06,1.28842E-05,9.1487E-06,9.21219E-06,1.06224E-05,1.05632E-05,1.05241E-05,1.0561E-05,1.01105E-05,1.01159E-05,1.01758E-05,1.00778E-05,1,1,388,0,6.31E-12,6.31E-12,6.31E-12,1.196,1.174,1.19,10477826,2.61946E-06,167645.216,1.76714E-06,113096.8982,45775,45416,59699,0.075445,6.55E-13,0.041908912,5.39373E-07,34519.86204,0.158534675,1.01E+10,-2599.667921,-1.66E+14,-207,-1584,5.66E-12,0.362152976,2.24101E-06,143424.6923,-0.183837213,-1.18E+10,-99673.31012,-6.38E+15,-7932,-3847,8.77496E-06,8.3666E-06,8.12404E-06,0.000367082,0.000589314,0.000454497,8.77496,17.5499,367.082,734.164,8.3666,16.7332,589.314,1178.63,8.12404,16.2481,454.497,908.994,1.011462569,1.087002397,1.045311093,0.000252866,0.000271751,0.000261328,7.926511293,7.940175996,9.745572677
1,1,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00006,0,0.608776336,0.391223664,13255,1.65053E-08,1056.339103,0.264084776,0.264084776,0.264084776,0.391223664,500,98.04,528.9,59.98348646,252.3392633,500,98.04,504.39,59.69802929,252.3392633,500,51.6,638.55,85.01281355,252.3392633,4.79547E-06,4.80462E-06,5.69056E-06,4.87224E-06,4.85428E-06,5.24895E-06,5.23806E-06,5.24078E-06,5.25193E-06,5.17062E-06,5.15039E-06,5.16219E-06,5.16057E-06,9.60452E-06,9.59192E-06,1.56275E-05,9.65478E-06,9.69726E-06,1.1601E-05,1.15588E-05,1.16127E-05,1.16004E-05,1.08449E-05,1.09111E-05,1.09421E-05,1.09474E-05,1,1,347,0,6.11E-12,6.11E-12,6.11E-12,1.23,1.244,1.142,10272398,2.5681E-06,164358.368,1.73825E-06,111247.8202,35040,35165,47885,0.059045,4.83E-13,0.030916152,3.77459E-07,24157.36909,0.117147626,7.50E+09,61688.83694,3.95E+15,4909,2475,5.63E-12,0.360307512,2.06314E-06,132040.6957,-0.152944289,-9.79E+09,-27903.10235,-1.79E+15,-2220,2472,8.544E-06,8.3666E-06,8.12404E-06,0.000556107,0.000514293,0.00057708,8.544,17.088,556.107,1112.21,8.3666,16.7332,514.293,1028.59,8.12404,16.2481,577.08,1154.16,1.000828505,1.077712297,1.041194201,0.000250207,0.000269428,0.000260299,7.347902632,7.370374597,9.856751812
1,1,1,0.000002,0.00001,1,0.000002,0.00001,1,0,0.00003,0,0,0.00003,0,0,0.00005,0,0.596464144,0.403535856,15729,1.70247E-08,1089.583129,0.272395782,0.272395782,0.272395782,0.403535856,500,105.78,492.78,56.95542574,260.2806271,500,89.01,497.94,62.09788122,260.2806271,500,49.02,568.89,79.92994705,260.2806271,4.96171E-06,4.94364E-06,5.49969E-06,5.01562E-06,5.02594E-06,5.27555E-06,5.27612E-06,5.26586E-06,5.2741E-06,5.22425E-06,5.24392E-06,5.24735E-06,5.23266E-06,9.84734E-06,9.76474E-06,1.38001E-05,9.79242E-06,9.82269E-06,1.13467E-05,1.12955E-05,1.12549E-05,1.12846E-05,1.08206E-05,1.08133E-05,1.08483E-05,1.07944E-05,1,1,390,0,6.31E-12,6.31E-12,6.31E-12,1.178,1.218,1.184,10494826,2.62371E-06,167917.216,1.76992E-06,113274.8684,41153,41872,52832,0.0679285,5.49E-13,0.035122448,4.22871E-07,27063.72452,0.127091975,8.13E+09,66454.1094,4.25E+15,5288,2707,5.76E-12,0.368413408,2.13298E-06,136510.444,-0.161189077,-1.03E+10,-33339.10484,-2.13E+15,-2653,2170,8.60233E-06,8.30662E-06,8.30662E-06,0.000449996,0.000364201,0.000488938,8.60233,17.2047,449.996,899.991,8.30662,16.6132,364.201,728.401,8.30662,16.6132,488.938,977.877,1.010441422,1.091346264,1.045178413,0.00025261,0.000272837,0.000261295,7.903861294,7.892655302,9.787682414
