ClosedProbability,StrutThinning,StrutDiameter,LowerBoundStrutDiameter,UpperBoundStrutDiameter,FaceThickness,LowerBoundFaceThickness,UpperBoundFaceThickness,SorE,ObjectDiameter1,LBOD1,HBOD1,OB2,LBOD2,HBOD2,OB3,LBOD3,HBOD3,Porosity,SolidVolumeFraction,NumberOfGadObjects,Mass,Density,GrammageXDirection,GrammageYDirectionn,GrammageZDirection,SVFMeanValue,XDirImageSize,GrammageMinimalValueX,GrammageMaximalValueX,GrammageStandardDeviationX,GrammageMeanValueX,YDirImageSize,GrammageMinimalValueY,GrammageMaximalValueY,GrammageStandardDeviationY,GrammageMeanValueY,ZDirImageSize,GrammageMinimalValueZ,GrammageMaximalValueZ,GrammageStandardDeviationZ,GrammageMeanValueZ,MediumChordLengthX1,MediumChordLengthY1,MediumChordLengthZ1,MediumChordLength+X+Y1,MediumChordLength-X+Y1,MediumChordLength+X+Z1,MediumChordLength-X+Z1,MediumChordLength+Y+Z1,MediumChordLength-Y+Z1,MediumChordLength+X+Y+Z1,MediumChordLength-X+Y+Z1,MediumChordLength+X-Y+Z1,MediumChordLength+X+Y-Z1,MediumChordLengthX2,MediumChordLengthY2,MediumChordLengthZ2,MediumChordLength+X+Y2,MediumChordLength-X+Y2,MediumChordLength+X+Z2,MediumChordLength-X+Z2,MediumChordLength+Y+Z2,MediumChordLength-Y+Z2,MediumChordLength+X+Y+Z2,MediumChordLength-X+Y+Z2,MediumChordLength+X-Y+Z2,MediumChordLength+X+Y-Z2,NumberOfCountedComponents,NumberOfMaterialComponents,NumberOfPoreComponents,PoreMaterialIDs,MinimalComponentVolume,MaximalComponentVolume,MeanComponentVolume,MeanNumberOf2DComponentsXDirection,MeanNumberOf2DComponentsYDirection,MeanNumberOf2DComponentsZDirection,NumberOfVoxelSurfaces,SurfaceArea,SpecificSurfaceArea,SurfaceArea,SpecificSurfaceArea,Number of voxel edges in x-direction,Number of voxel edges in y-direction,Number of voxel edges in z-direction,Total length of three phase contact edges,Volume1,VolumeFraction1,SurfaceArea1,SpecificSurfaceArea1,IntegralMean1,SpecificIntegralMean1,IntegralTotal1,SpecificIntegralTotal1,EulerCharacteristic61,EulerCharacteristic261,Volume2,VolumeFraction2,SurfaceArea2,SpecificSurfaceArea2,IntegralMean2,SpecificIntegralMean2,IntegralTotal2,SpecificIntegralTotal2,EulerCharacteristic62,EulerCharacteristic262,Diameter1,Diameter2,Diameter3,Length1,Length2,Length3,Maximum Particle Diameter-um1,Maximum Particle Diameter-voxel1,Path Length-um1,Path Length-voxel1,Maximum Particle Diameter-um2,Maximum Particle Diameter-voxel2,Path Length-um2,Path Length-voxel2,Maximum Particle Diameter-um3,Maximum Particle Diameter-voxel3,Path Length-um3,Path Length-voxel3,OutflowMinTortuosity,OutflowMaxTortuosity,OutflowMeanTortuosity,OutflowMinPathLength,OutflowMaxPathLength,OutflowMeanPathLength,c11,c22,c33
1,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00005,0,0,0,0,0,0,0,0.553477368,0.446522632,5757,1.88383E-08,1205.651293,0.301412823,0.301412823,0.301412823,0.446522632,500,132.87,602.43,75.69878709,288.0070976,500,103.2,637.26,89.69372666,288.0070976,500,103.2,612.75,81.82609401,288.0070976,7.91002E-06,7.93008E-06,8.03799E-06,7.97252E-06,7.92349E-06,7.9885E-06,7.93797E-06,8.00115E-06,7.92061E-06,7.97285E-06,7.9349E-06,7.94019E-06,7.95454E-06,1.3686E-05,1.36984E-05,1.40103E-05,1.39004E-05,1.37816E-05,1.39003E-05,1.38173E-05,1.39567E-05,1.36873E-05,1.3748E-05,1.37208E-05,1.371E-05,1.38449E-05,1,1,120,0,6.98E-12,6.98E-12,6.98E-12,1,1,1,6780854,1.69521E-06,108493.664,1.12925E-06,72271.73497,1,0,0,0.0000005,1.13E-12,0.072087368,5.66351E-07,36246.43227,0.062302118,3.99E+09,-8421.562707,-5.39E+14,-670,-655,5.85E-12,0.374435264,1.6956E-06,108518.1087,-0.106117023,-6.79E+09,-6882.705905,-4.40E+14,-548,-549,1.13578E-05,1.13578E-05,1.13578E-05,0.000373601,0.000408493,0.000537814,11.3578,22.7156,373.601,747.203,11.3578,22.7156,408.493,816.987,11.3578,22.7156,537.814,1075.63,1.004142046,1.128857374,1.056757808,0.000251036,0.000282214,0.000264189,10.0715942,10.10344808,10.14424797
1,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00004,0,0,0,0,0,0,0,0.46619288,0.53380712,11140,2.25207E-08,1441.327267,0.360331817,0.360331817,0.360331817,0.53380712,500,147.06,645,71.72646436,344.3055924,500,162.54,626.94,72.02501742,344.3055924,500,161.25,639.84,70.79141588,344.3055924,8.12542E-06,8.1175E-06,8.13348E-06,8.09879E-06,8.12467E-06,8.15754E-06,8.0987E-06,8.13707E-06,8.10345E-06,8.14583E-06,8.16047E-06,8.11551E-06,8.08036E-06,1.27382E-05,1.2751E-05,1.27851E-05,1.27027E-05,1.2719E-05,1.28288E-05,1.26541E-05,1.26924E-05,1.27661E-05,1.27152E-05,1.27851E-05,1.26893E-05,1.27148E-05,1,1,235,0,8.34E-12,8.34E-12,8.34E-12,1,1,1,7566174,1.89154E-06,121058.784,1.26493E-06,80955.34293,1,1,3,0.0000025,1.68E-12,0.10754104,8.27445E-07,52956.50011,0.083830741,5.37E+09,-15888.08125,-1.02E+15,-1264,-1262,6.66E-12,0.42626608,2.09237E-06,133911.7417,-0.148970781,-9.53E+09,-13111.96054,-8.39E+14,-1043,-1028,1.13578E-05,1.13578E-05,1.13578E-05,0.000376096,0.000377579,0.000394556,11.3578,22.7156,376.096,752.192,11.3578,22.7156,377.579,755.159,11.3578,22.7156,394.556,789.113,1.000828505,1.097715855,1.048790336,0.000250207,0.000274429,0.000262198,12.50895153,12.49308344,12.50099343
1,0.4,0,0.00001,0,0,0.00001,0,0,0,0.00003,0,0,0,0,0,0,0,0.343959544,0.656040456,25850,2.76776E-08,1771.368275,0.442842069,0.442842069,0.442842069,0.656040456,500,227.04,638.55,64.26399549,423.1460941,500,223.17,628.23,60.83525664,423.1460941,500,221.88,645,63.71186759,423.1460941,8.47138E-06,8.45549E-06,8.46574E-06,8.44926E-06,8.45808E-06,8.45596E-06,8.46273E-06,8.46827E-06,8.45789E-06,8.46016E-06,8.46383E-06,8.478E-06,8.45766E-06,1.11496E-05,1.11262E-05,1.11383E-05,1.11113E-05,1.10886E-05,1.10805E-05,1.10994E-05,1.11132E-05,1.11226E-05,1.10954E-05,1.10865E-05,1.11167E-05,1.11056E-05,1,1,555,0,1.02506E-11,1.02506E-11,1.02506E-11,1.01,1.03,1.014,8221746,2.05544E-06,131547.936,1.37696E-06,88125.29737,1,0,2,0.0000015,2.78E-12,0.177832504,1.31347E-06,84062.08566,0.111221749,7.12E+09,-36178.0574,-2.32E+15,-2879,-2849,7.47E-12,0.478207952,2.69043E-06,172187.2594,-0.215720389,-1.38E+10,-29003.70698,-1.86E+15,-2308,-2323,1.13578E-05,1.13578E-05,1.13578E-05,0.000338892,0.000339871,0.000341456,11.3578,22.7156,338.892,677.784,11.3578,22.7156,339.871,679.742,11.3578,22.7156,341.456,682.912,1,1.064751148,1.032025099,0.00025,0.000266188,0.000258006,16.21176952,16.18917267,16.20173438
1,0.6,0,0.000006,0,0,0.000006,0,0,0,0.00006,0,0,0,0,0,0,0,0.75435824,0.24564176,3384,1.03634E-08,663.2548598,0.165813715,0.165813715,0.165813715,0.24564176,500,61.92,482.46,64.74179532,158.4389352,500,64.5,492.78,57.59284718,158.4389352,500,61.92,645,66.3920678,158.4389352,3.92318E-06,3.95751E-06,3.97934E-06,3.99848E-06,3.97679E-06,3.93677E-06,3.93757E-06,3.96622E-06,3.9551E-06,3.95369E-06,3.97269E-06,3.9835E-06,3.96332E-06,1.03963E-05,1.0463E-05,1.05882E-05,1.06977E-05,1.0565E-05,1.04054E-05,1.04126E-05,1.05205E-05,1.04856E-05,1.03902E-05,1.04953E-05,1.05225E-05,1.03583E-05,1,1,70,0,3.84E-12,3.84E-12,3.84E-12,1,1,1,6955534,1.73888E-06,111288.544,1.15982E-06,74228.40192,55,40,55,0.000075,2.19E-13,0.014027832,2.21269E-07,14161.22867,0.058458168,3.74E+09,-5276.82846,-3.38E+14,-420,-424,3.62E-12,0.231613928,1.38105E-06,88387.40759,-0.092194048,-5.90E+09,-8627.337026,-5.52E+14,-687,-350,6.7082E-06,6.7082E-06,6.7082E-06,0.000340066,0.000373261,0.00038177,6.7082,13.4164,340.066,680.133,6.7082,13.4164,373.261,746.522,6.7082,13.4164,381.77,763.541,1,1.157382607,1.083734274,0.00025,0.000289346,0.000270934,5.113754818,5.110021006,5.118665056
1,0.6,0,0.000006,0,0,0.000006,0,0,0,0.00005,0,0,0,0,0,0,0,0.711628432,0.288371568,5757,1.21661E-08,778.629187,0.194657297,0.194657297,0.194657297,0.288371568,500,76.11,521.16,61.07584532,185.9996614,500,61.92,501.81,69.47000057,185.9996614,500,61.92,516,65.67999868,185.9996614,3.92962E-06,3.94118E-06,3.99099E-06,3.96976E-06,3.94572E-06,3.9748E-06,3.95302E-06,3.9801E-06,3.94633E-06,3.97609E-06,3.95848E-06,3.96272E-06,3.97195E-06,1.01725E-05,1.01686E-05,1.04099E-05,1.03431E-05,1.02499E-05,1.03319E-05,1.02761E-05,1.03751E-05,1.01642E-05,1.02022E-05,1.0191E-05,1.01818E-05,1.03023E-05,1,1,120,0,4.51E-12,4.51E-12,4.51E-12,1,1,1,7990852,1.99771E-06,127853.632,1.33127E-06,85201.32036,80,70,47,0.0000985,3.04E-13,0.019479336,3.07281E-07,19666.01428,0.080194071,5.13E+09,-8861.909277,-5.67E+14,-705,-723,4.20E-12,0.268892232,1.63851E-06,104864.6297,-0.127432059,-8.16E+09,-12460.60366,-7.97E+14,-992,-590,6.7082E-06,6.7082E-06,6.7082E-06,0.000332362,0.000336384,0.000342748,6.7082,13.4164,332.362,664.723,6.7082,13.4164,336.384,672.769,6.7082,13.4164,342.748,685.497,1.016568661,1.149904728,1.079055309,0.000254142,0.000287476,0.000269764,6.066031906,6.083060767,6.114896284
1,0.6,0,0.000006,0,0,0.000006,0,0,0,0.00004,0,0,0,0,0,0,0,0.648394768,0.351605232,11140,1.48338E-08,949.3657709,0.237341443,0.237341443,0.237341443,0.351605232,500,83.85,554.7,62.2814581,226.7853746,500,95.46,483.75,62.07350934,226.7853746,500,95.46,503.1,60.98969421,226.7853746,3.97241E-06,3.96589E-06,3.97087E-06,3.96786E-06,3.97768E-06,3.99173E-06,3.96431E-06,3.97678E-06,3.96992E-06,3.99261E-06,3.99784E-06,3.98227E-06,3.96963E-06,9.9019E-06,9.92032E-06,9.94356E-06,9.88069E-06,9.88789E-06,9.9784E-06,9.83279E-06,9.85521E-06,9.94102E-06,9.87802E-06,9.94242E-06,9.86494E-06,9.90484E-06,1,1,235,0,5.49E-12,5.49E-12,5.49E-12,1,1,1,9388138,2.34703E-06,150210.208,1.56985E-06,100470.095,92,112,128,0.000166,4.61E-13,0.029493816,4.63446E-07,29660.5564,0.118207153,7.57E+09,-17151.52509,-1.10E+15,-1365,-1366,5.03E-12,0.322111416,2.03322E-06,130126.173,-0.190209786,-1.22E+10,-22230.43322,-1.42E+15,-1769,-1135,6.7082E-06,6.7082E-06,6.7082E-06,0.000312618,0.000332936,0.000344891,6.7082,13.4164,312.618,625.236,6.7082,13.4164,332.936,665.871,6.7082,13.4164,344.891,689.783,1.022810578,1.122176886,1.073483825,0.000255703,0.000280544,0.000268371,7.587663437,7.579734314,7.584863664
1,0.6,0,0.000006,0,0,0.000006,0,0,0,0.00003,0,0,0,0,0,0,0,0.553259856,0.446740144,25850,1.88475E-08,1206.238595,0.301559649,0.301559649,0.301559649,0.446740144,500,121.26,535.35,62.0190931,288.1473929,500,129,571.47,58.89907714,288.1473929,500,130.29,558.57,61.19552561,288.1473929,4.02243E-06,4.01455E-06,4.01949E-06,4.01816E-06,4.02297E-06,4.01713E-06,4.02625E-06,4.0257E-06,4.02145E-06,4.02918E-06,4.03454E-06,4.03761E-06,4.03204E-06,9.36872E-06,9.35452E-06,9.36062E-06,9.3365E-06,9.30986E-06,9.30104E-06,9.31525E-06,9.3297E-06,9.34666E-06,9.31717E-06,9.30579E-06,9.33652E-06,9.32921E-06,1,1,555,0,6.98E-12,6.98E-12,6.98E-12,1.008,1.016,1.002,11219252,2.80481E-06,179508.032,1.88006E-06,120323.5588,220,236,222,0.000339,7.82E-13,0.050060752,7.7728E-07,49745.91483,0.189280504,1.21E+10,-39836.96564,-2.55E+15,-3170,-3168,6.20E-12,0.396679392,2.6572E-06,170060.5745,-0.310216591,-1.99E+10,-48474.25105,-3.10E+15,-3857,-2634,6.7082E-06,6.7082E-06,6.7082E-06,0.000318382,0.000320879,0.000321617,6.7082,13.4164,318.382,636.764,6.7082,13.4164,320.879,641.757,6.7082,13.4164,321.617,643.234,1.015354633,1.1028651,1.055416942,0.000253839,0.000275716,0.000263854,9.988824985,9.97332695,9.982082921
1,0.6,0,0.000002,0,0,0.000002,0,0,0,0.00006,0,0,0,0,0,0,0,0.913082664,0.086917336,3384,3.66695E-09,234.6846298,0.058671157,0.058671157,0.058671157,0.086917336,500,20.64,273.48,28.73257874,56.06168172,500,20.64,288.96,27.08219707,56.06168172,500,20.64,375.39,30.00592763,56.06168172,1.33964E-06,1.35036E-06,1.35736E-06,1.40359E-06,1.39304E-06,1.3772E-06,1.37901E-06,1.38906E-06,1.38233E-06,1.42578E-06,1.4337E-06,1.43519E-06,1.42733E-06,3.79157E-06,3.81632E-06,3.86343E-06,3.91894E-06,3.86675E-06,3.80656E-06,3.80984E-06,3.85219E-06,3.83663E-06,3.81413E-06,3.85362E-06,3.86179E-06,3.79831E-06,1,1,70,0,1.36E-12,1.36E-12,1.36E-12,1,1,1,7880110,1.97003E-06,126081.76,1.3141E-06,84102.67923,10935,11065,11588,0.016794,2.71E-14,0.001733472,7.77052E-08,4973.13574,0.068456458,4.38E+09,-5094.616087,-3.26E+14,-405,-431,1.33E-12,0.085183864,1.38736E-06,88791.02564,-0.081965281,-5.25E+09,-201151.4652,-1.29E+16,-16007,-2869,2.23607E-06,2.23607E-06,2.23607E-06,0.000290712,0.000296774,0.000300003,2.23607,4.47214,290.712,581.424,2.23607,4.47214,296.774,593.548,2.23607,4.47214,300.003,600.006,1.035294414,1.197420597,1.116341352,0.000258824,0.000299355,0.000279085,1.60342793,1.607784614,1.615218537
1,0.6,0,0.000002,0,0,0.000002,0,0,0,0.00005,0,0,0,0,0,0,0,0.896722416,0.103277584,5757,4.35717E-09,278.8587718,0.069714693,0.069714693,0.069714693,0.103277584,500,20.64,308.31,29.5438674,66.61404168,500,20.64,288.96,31.20905701,66.61404168,500,20.64,317.34,32.38826675,66.61404168,1.34419E-06,1.3449E-06,1.36076E-06,1.39389E-06,1.38513E-06,1.39037E-06,1.38335E-06,1.39457E-06,1.38083E-06,1.43311E-06,1.42866E-06,1.42979E-06,1.43625E-06,3.76939E-06,3.76142E-06,3.85421E-06,3.84719E-06,3.81071E-06,3.83973E-06,3.82015E-06,3.85645E-06,3.77249E-06,3.80056E-06,3.79892E-06,3.79455E-06,3.84632E-06,1,1,120,0,1.61E-12,1.61E-12,1.61E-12,1,1,1,9294936,2.32373E-06,148718.976,1.54903E-06,99138.23182,15119,14997,14845,0.0224805,3.82E-14,0.002446176,1.09576E-07,7012.882816,0.096225289,6.16E+09,-8580.213136,-5.49E+14,-683,-749,1.58E-12,0.100831408,1.65261E-06,105767.1196,-0.116921616,-7.48E+09,-279233.1326,-1.79E+16,-22221,-3907,2.23607E-06,2.23607E-06,2.23607E-06,0.000301048,0.000301708,0.000302977,2.23607,4.47214,301.048,602.095,2.23607,4.47214,301.708,603.417,2.23607,4.47214,302.977,605.954,1.044271708,1.17492187,1.113204002,0.000261068,0.00029373,0.000278301,1.909576365,1.910731506,1.932487414
1,0.6,0,0.000002,0,0,0.000002,0,0,0,0.00004,0,0,0,0,0,0,0,0.871711248,0.128288752,11140,5.41236E-09,346.3911764,0.086597794,0.086597794,0.086597794,0.128288752,500,25.8,303.15,31.56941376,82.74624504,500,30.96,307.02,31.84447469,82.74624504,500,30.96,356.04,31.60479454,82.74624504,1.34998E-06,1.34936E-06,1.34927E-06,1.38491E-06,1.38523E-06,1.39152E-06,1.38278E-06,1.38341E-06,1.38645E-06,1.43321E-06,1.4381E-06,1.42905E-06,1.42991E-06,3.74791E-06,3.75939E-06,3.76801E-06,3.7567E-06,3.75749E-06,3.79507E-06,3.73648E-06,3.7441E-06,3.78413E-06,3.77137E-06,3.80085E-06,3.76694E-06,3.78855E-06,1,1,235,0,2.00E-12,2.00E-12,2.00E-12,1,1,1,11393714,2.84843E-06,182299.424,1.90564E-06,121961.1999,21679,21659,21698,0.032518,5.87E-14,0.003759888,1.68535E-07,10786.26433,0.147673359,9.45E+09,-17572.49851,-1.12E+15,-1398,-1451,1.95E-12,0.124528864,2.06538E-06,132184.4437,-0.182138345,-1.17E+10,-448847.72,-2.87E+16,-35718,-5965,2.23607E-06,2.23607E-06,2.23607E-06,0.000283011,0.000292386,0.000296168,2.23607,4.47214,283.011,566.022,2.23607,4.47214,292.386,584.772,2.23607,4.47214,296.168,592.336,1.047778249,1.172746539,1.111606359,0.000261945,0.000293187,0.000277902,2.394633185,2.395940309,2.399019706
1,0.6,0,0.000002,0,0,0.000002,0,0,0,0.00003,0,0,0,0,0,0,0,0.831826496,0.168173504,25850,7.09506E-09,454.0835964,0.113520899,0.113520899,0.113520899,0.168173504,500,36.12,316.05,34.57262425,108.4719101,500,41.28,319.92,33.59749093,108.4719101,500,38.7,339.27,34.08774916,108.4719101,1.34934E-06,1.3495E-06,1.35155E-06,1.38482E-06,1.38254E-06,1.38339E-06,1.38506E-06,1.38655E-06,1.38576E-06,1.43057E-06,1.42908E-06,1.43352E-06,1.43074E-06,3.69182E-06,3.69041E-06,3.6909E-06,3.6986E-06,3.6845E-06,3.68284E-06,3.68456E-06,3.69348E-06,3.70295E-06,3.71149E-06,3.70402E-06,3.7204E-06,3.7156E-06,1,1,555,0,2.63E-12,2.63E-12,2.63E-12,1,1,1,14652782,3.6632E-06,234444.512,2.45631E-06,157203.7213,34157,34165,33956,0.051139,1.01E-13,0.006466616,2.90044E-07,18562.83752,0.252783627,1.62E+10,-40628.12339,-2.60E+15,-3233,-3355,2.53E-12,0.161706888,2.73248E-06,174878.9246,-0.319301268,-2.04E+10,-763237.8924,-4.88E+16,-60737,-10051,2.23607E-06,2.23607E-06,2.23607E-06,0.000287209,0.000288459,0.000293782,2.23607,4.47214,287.209,574.418,2.23607,4.47214,288.459,576.918,2.23607,4.47214,293.782,587.563,1.055484176,1.153917313,1.101182103,0.000263871,0.000288479,0.000275296,3.179636039,3.176301536,3.177997368
1,0.6,0,0.00001,0,0,0.00001,0,0,0,0.00006,0,0,0,0,0,0,0,0.614825976,0.385174024,3384,1.62501E-08,1040.00453,0.260001133,0.260001133,0.260001133,0.385174024,500,104.49,612.75,85.38604493,248.4372455,500,109.65,580.5,72.68568505,248.4372455,500,104.49,645,86.23212991,248.4372455,6.58034E-06,6.65529E-06,6.68407E-06,6.69582E-06,6.66233E-06,6.60818E-06,6.59468E-06,6.65894E-06,6.64713E-06,6.62682E-06,6.64685E-06,6.67565E-06,6.63559E-06,1.59634E-05,1.60767E-05,1.62557E-05,1.64075E-05,1.62161E-05,1.59835E-05,1.59838E-05,1.61498E-05,1.61085E-05,1.59599E-05,1.6111E-05,1.61659E-05,1.59208E-05,1,1,70,0,6.02E-12,6.02E-12,6.02E-12,1,1,1,6085928,1.52148E-06,97374.848,1.01469E-06,64939.89381,0,0,0,0,5.65E-13,0.036186896,3.40407E-07,21786.05091,0.050888693,3.26E+09,-5145.928767,-3.29E+14,-410,-410,5.45E-12,0.348987128,1.35509E-06,86725.92203,-0.082672625,-5.29E+09,-4337.492257,-2.78E+14,-345,-338,1.13578E-05,1.13578E-05,1.1225E-05,0.00040308,0.000452997,0.000330767,11.3578,22.7156,403.08,806.16,11.3578,22.7156,452.997,905.994,11.225,22.4499,330.767,661.533,1,1.128544688,1.063678622,0.00025,0.000282136,0.00026592,8.526091146,8.514724403,8.523246298
1,0.6,0,0.00001,0,0,0.00001,0,0,0,0.00005,0,0,0,0,0,0,0,0.553477368,0.446522632,5757,1.88383E-08,1205.651293,0.301412823,0.301412823,0.301412823,0.446522632,500,132.87,602.43,75.69878709,288.0070976,500,103.2,637.26,89.69372666,288.0070976,500,103.2,612.75,81.82609401,288.0070976,6.64046E-06,6.66857E-06,6.747E-06,6.69703E-06,6.66194E-06,6.71918E-06,6.6709E-06,6.7295E-06,6.66682E-06,6.7199E-06,6.68283E-06,6.69018E-06,6.68399E-06,1.53503E-05,1.53704E-05,1.57204E-05,1.56008E-05,1.54695E-05,1.56048E-05,1.55081E-05,1.56703E-05,1.53625E-05,1.54347E-05,1.54033E-05,1.53918E-05,1.55384E-05,1,1,120,0,6.98E-12,6.98E-12,6.98E-12,1,1,1,6780854,1.69521E-06,108493.664,1.12925E-06,72271.73497,1,0,0,0.0000005,7.85E-13,0.050260968,4.69494E-07,30047.59461,0.068179563,4.36E+09,-8586.496321,-5.50E+14,-683,-670,6.19E-12,0.396261664,1.59874E-06,102319.2711,-0.111994467,-7.17E+09,-7078.008249,-4.53E+14,-563,-562,1.13578E-05,1.13578E-05,1.13578E-05,0.000373601,0.000408493,0.000537814,11.3578,22.7156,373.601,747.203,11.3578,22.7156,408.493,816.987,11.3578,22.7156,537.814,1075.63,1.004142046,1.128857374,1.056757808,0.000251036,0.000282214,0.000264189,10.0715942,10.10344808,10.14424797
1,0.6,0,0.00001,0,0,0.00001,0,0,0,0.00004,0,0,0,0,0,0,0,0.46619288,0.53380712,11140,2.25207E-08,1441.327267,0.360331817,0.360331817,0.360331817,0.53380712,500,147.06,645,71.72646436,344.3055924,500,162.54,626.94,72.02501742,344.3055924,500,161.25,639.84,70.79141588,344.3055924,6.82885E-06,6.81962E-06,6.8427E-06,6.82485E-06,6.83875E-06,6.8673E-06,6.82646E-06,6.86026E-06,6.82233E-06,6.86967E-06,6.87381E-06,6.83978E-06,6.81239E-06,1.45308E-05,1.45452E-05,1.45922E-05,1.45047E-05,1.45156E-05,1.46459E-05,1.44468E-05,1.44901E-05,1.45764E-05,1.45183E-05,1.45954E-05,1.44871E-05,1.45239E-05,1,1,235,0,8.34E-12,8.34E-12,8.34E-12,1,1,1,7566174,1.89154E-06,121058.784,1.26493E-06,80955.34293,1,1,3,0.0000025,1.20E-12,0.076689136,7.00622E-07,44839.8195,0.09593296,6.14E+09,-16289.15791,-1.04E+15,-1296,-1291,7.14E-12,0.457117984,1.96555E-06,125795.0611,-0.161073001,-1.03E+10,-13479.00328,-8.63E+14,-1073,-1060,1.13578E-05,1.13578E-05,1.13578E-05,0.000376096,0.000377579,0.000394556,11.3578,22.7156,376.096,752.192,11.3578,22.7156,377.579,755.159,11.3578,22.7156,394.556,789.113,1.000828505,1.097715855,1.048790336,0.000250207,0.000274429,0.000262198,12.50895153,12.49308344,12.50099343
1,0.6,0,0.00001,0,0,0.00001,0,0,0,0.00003,0,0,0,0,0,0,0,0.343959544,0.656040456,25850,2.76776E-08,1771.368275,0.442842069,0.442842069,0.442842069,0.656040456,500,227.04,638.55,64.26399549,423.1460941,500,223.17,628.23,60.83525664,423.1460941,500,221.88,645,63.71186759,423.1460941,7.18379E-06,7.17157E-06,7.18065E-06,7.19032E-06,7.19622E-06,7.19481E-06,7.20186E-06,7.19705E-06,7.19594E-06,7.20557E-06,7.21095E-06,7.21157E-06,7.2059E-06,1.29059E-05,1.28797E-05,1.28938E-05,1.28816E-05,1.28516E-05,1.28422E-05,1.28658E-05,1.28744E-05,1.28933E-05,1.28659E-05,1.28564E-05,1.2883E-05,1.28808E-05,1,1,555,0,1.02506E-11,1.02506E-11,1.02506E-11,1.01,1.03,1.014,8221746,2.05544E-06,131547.936,1.37696E-06,88125.29737,1,0,2,0.0000015,2.09E-12,0.133533408,1.15963E-06,74216.58088,0.139160579,8.91E+09,-37052.99095,-2.37E+15,-2949,-2919,8.16E-12,0.522507048,2.53659E-06,162341.7546,-0.243659219,-1.56E+10,-29885.97091,-1.91E+15,-2378,-2393,1.13578E-05,1.13578E-05,1.13578E-05,0.000338892,0.000339871,0.000341456,11.3578,22.7156,338.892,677.784,11.3578,22.7156,339.871,679.742,11.3578,22.7156,341.456,682.912,1,1.064751148,1.032025099,0.00025,0.000266188,0.000258006,16.21176952,16.18917267,16.20173438
1,0.8,0,0.000006,0,0,0.000006,0,0,0,0.00006,0,0,0,0,0,0,0,0.75435824,0.24564176,3384,1.03634E-08,663.2548598,0.165813715,0.165813715,0.165813715,0.24564176,500,61.92,482.46,64.74179532,158.4389352,500,64.5,492.78,57.59284718,158.4389352,500,61.92,645,66.3920678,158.4389352,3.45269E-06,3.4892E-06,3.50439E-06,3.52699E-06,3.51159E-06,3.47871E-06,3.47715E-06,3.5076E-06,3.49966E-06,3.50293E-06,3.52008E-06,3.53277E-06,3.51395E-06,1.10143E-05,1.10864E-05,1.12203E-05,1.13411E-05,1.11988E-05,1.10283E-05,1.10353E-05,1.11531E-05,1.11167E-05,1.10134E-05,1.11272E-05,1.11571E-05,1.09781E-05,1,1,70,0,3.84E-12,3.84E-12,3.84E-12,1,1,1,6955534,1.73888E-06,111288.544,1.15982E-06,74228.40192,49,29,43,0.0000605,1.48E-13,0.009461528,1.68831E-07,10805.20988,0.060559786,3.88E+09,-5294.630819,-3.39E+14,-421,-418,3.69E-12,0.236180232,1.32863E-06,85032.00616,-0.094346127,-6.04E+09,-7246.607054,-4.64E+14,-577,-351,6.7082E-06,6.7082E-06,6.7082E-06,0.000340066,0.000373261,0.00038177,6.7082,13.4164,340.066,680.133,6.7082,13.4164,373.261,746.522,6.7082,13.4164,381.77,763.541,1,1.157382607,1.083734274,0.00025,0.000289346,0.000270934,5.113754818,5.110021006,5.118665056
1,0.8,0,0.000006,0,0,0.000006,0,0,0,0.00005,0,0,0,0,0,0,0,0.711628432,0.288371568,5757,1.21661E-08,778.629187,0.194657297,0.194657297,0.194657297,0.288371568,500,76.11,521.16,61.07584532,185.9996614,500,61.92,501.81,69.47000057,185.9996614,500,61.92,516,65.67999868,185.9996614,3.44777E-06,3.46251E-06,3.50184E-06,3.49216E-06,3.47039E-06,3.4996E-06,3.48E-06,3.50503E-06,3.47548E-06,3.51873E-06,3.49995E-06,3.5038E-06,3.5065E-06,1.0885E-05,1.08813E-05,1.11429E-05,1.10752E-05,1.09736E-05,1.10634E-05,1.10034E-05,1.11115E-05,1.08796E-05,1.09263E-05,1.09145E-05,1.09037E-05,1.1035E-05,1,1,120,0,4.51E-12,4.51E-12,4.51E-12,1,1,1,7990852,1.99771E-06,127853.632,1.33127E-06,85201.32036,77,67,46,0.000095,2.05E-13,0.013135216,2.35174E-07,15051.12968,0.083946066,5.37E+09,-8975.006613,-5.74E+14,-714,-723,4.30E-12,0.275236352,1.56641E-06,100250.0185,-0.131205825,-8.40E+09,-11783.59044,-7.54E+14,-938,-599,6.7082E-06,6.7082E-06,6.7082E-06,0.000332362,0.000336384,0.000342748,6.7082,13.4164,332.362,664.723,6.7082,13.4164,336.384,672.769,6.7082,13.4164,342.748,685.497,1.016568661,1.149904728,1.079055309,0.000254142,0.000287476,0.000269764,6.066031906,6.083060767,6.114896284
